,x
1362,FBgn0015789
1363,FBgn0015790
1364,FBgn0015791
1365,FBgn0015793
1366,FBgn0015794
1367,FBgn0015795
1368,FBgn0015797
1369,FBgn0015799
1370,FBgn0015801
1371,FBgn0015803
1372,FBgn0015805
1373,FBgn0015808
1374,FBgn0015818
1375,FBgn0015828
1376,FBgn0015829
1377,FBgn0015834
1378,FBgn0015838
1379,FBgn0015872
1380,FBgn0015903
1381,FBgn0015904
1382,FBgn0015905
1383,FBgn0015919
1384,FBgn0015924
1385,FBgn0015925
1386,FBgn0015926
1387,FBgn0015929
1388,FBgn0015946
1389,FBgn0015949
1390,FBgn0016013
1391,FBgn0016031
1392,FBgn0016032
1393,FBgn0016034
1394,FBgn0016038
1395,FBgn0016041
1396,FBgn0016054
1397,FBgn0016059
1398,FBgn0016061
1399,FBgn0016070
1400,FBgn0016075
1401,FBgn0016076
1402,FBgn0016078
1403,FBgn0016080
1404,FBgn0016081
1405,FBgn0016119
1406,FBgn0016120
1407,FBgn0016122
1408,FBgn0016123
1409,FBgn0016126
1410,FBgn0016131
1411,FBgn0016641
1412,FBgn0016650
1413,FBgn0016660
1414,FBgn0016672
1415,FBgn0016684
1416,FBgn0016685
1417,FBgn0016687
1418,FBgn0016691
1419,FBgn0016693
1420,FBgn0016694
1421,FBgn0016696
1422,FBgn0016697
1423,FBgn0016698
1424,FBgn0016700
1425,FBgn0016701
1426,FBgn0016715
1427,FBgn0016726
1428,FBgn0016754
1429,FBgn0016756
1430,FBgn0016762
1431,FBgn0016794
1432,FBgn0016797
1433,FBgn0016917
1434,FBgn0016919
1435,FBgn0016920
1436,FBgn0016926
1437,FBgn0016930
1438,FBgn0016970
1439,FBgn0016974
1440,FBgn0016977
1441,FBgn0016978
1442,FBgn0016983
1443,FBgn0016984
1444,FBgn0017414
1445,FBgn0017418
1446,FBgn0017429
1447,FBgn0017430
1448,FBgn0017457
1449,FBgn0017482
1450,FBgn0017545
1451,FBgn0017550
1452,FBgn0017551
1453,FBgn0017558
1454,FBgn0017561
1455,FBgn0017566
1456,FBgn0017567
1457,FBgn0017572
1458,FBgn0017577
1459,FBgn0017578
1460,FBgn0017579
1461,FBgn0017581
1462,FBgn0017590
1463,FBgn0019624
1464,FBgn0019637
1465,FBgn0019643
1466,FBgn0019644
1467,FBgn0019650
1468,FBgn0019660
1469,FBgn0019661
1470,FBgn0019662
1471,FBgn0019686
1472,FBgn0019809
1473,FBgn0019830
1474,FBgn0019890
1475,FBgn0019925
1476,FBgn0019929
1477,FBgn0019932
1478,FBgn0019936
1479,FBgn0019938
1480,FBgn0019940
1481,FBgn0019949
1482,FBgn0019952
1483,FBgn0019957
1484,FBgn0019960
1485,FBgn0019968
1486,FBgn0019972
1487,FBgn0019982
1488,FBgn0019985
1489,FBgn0019990
1490,FBgn0020018
1491,FBgn0020224
1492,FBgn0020235
1493,FBgn0020236
1494,FBgn0020238
1495,FBgn0020248
1496,FBgn0020249
1497,FBgn0020251
1498,FBgn0020255
1499,FBgn0020257
1500,FBgn0020258
1501,FBgn0020261
1502,FBgn0020269
1503,FBgn0020270
1504,FBgn0020272
1505,FBgn0020278
1506,FBgn0020279
1507,FBgn0020294
1508,FBgn0020299
1509,FBgn0020300
1510,FBgn0020304
1511,FBgn0020305
1512,FBgn0020306
1513,FBgn0020307
1514,FBgn0020309
1515,FBgn0020312
1516,FBgn0020369
1517,FBgn0020370
1518,FBgn0020372
1519,FBgn0020377
1520,FBgn0020378
1521,FBgn0020379
1522,FBgn0020381
1523,FBgn0020385
1524,FBgn0020386
1525,FBgn0020388
1526,FBgn0020389
1527,FBgn0020391
1528,FBgn0020392
1529,FBgn0020399
1530,FBgn0020407
1531,FBgn0020412
1532,FBgn0020414
1533,FBgn0020415
1534,FBgn0020416
1535,FBgn0020429
1536,FBgn0020440
1537,FBgn0020443
1538,FBgn0020445
1539,FBgn0020493
1540,FBgn0020496
1541,FBgn0020497
1542,FBgn0020503
1543,FBgn0020508
1544,FBgn0020510
1545,FBgn0020513
1546,FBgn0020518
1547,FBgn0020521
1548,FBgn0020545
1549,FBgn0020616
1550,FBgn0020617
1551,FBgn0020618
1552,FBgn0020620
1553,FBgn0020621
1554,FBgn0020622
1555,FBgn0020626
1556,FBgn0020633
1557,FBgn0020641
1558,FBgn0020647
1559,FBgn0020653
1560,FBgn0020655
1561,FBgn0020660
1562,FBgn0020762
1563,FBgn0020764
1564,FBgn0020767
1565,FBgn0020887
1566,FBgn0020907
1567,FBgn0020909
1568,FBgn0020910
1569,FBgn0020912
1570,FBgn0020930
1571,FBgn0021738
1572,FBgn0021742
1573,FBgn0021750
1574,FBgn0021760
1575,FBgn0021761
1576,FBgn0021764
1577,FBgn0021765
1578,FBgn0021767
1579,FBgn0021768
1580,FBgn0021776
1581,FBgn0021795
1582,FBgn0021796
1583,FBgn0021800
1584,FBgn0021814
1585,FBgn0021818
1586,FBgn0021825
1587,FBgn0021847
1588,FBgn0021856
1589,FBgn0021872
1590,FBgn0021874
1591,FBgn0021875
1592,FBgn0021895
1593,FBgn0021906
1594,FBgn0021944
1595,FBgn0021967
1596,FBgn0021979
1597,FBgn0021995
1598,FBgn0022023
1599,FBgn0022027
1600,FBgn0022029
1601,FBgn0022069
1602,FBgn0022097
1603,FBgn0022153
1604,FBgn0022160
1605,FBgn0022213
1606,FBgn0022224
1607,FBgn0022238
1608,FBgn0022288
1609,FBgn0022338
1610,FBgn0022343
1611,FBgn0022344
1612,FBgn0022349
1613,FBgn0022355
1614,FBgn0022359
1615,FBgn0022361
1616,FBgn0022382
1617,FBgn0022699
1618,FBgn0022702
1619,FBgn0022709
1620,FBgn0022710
1621,FBgn0022724
1622,FBgn0022764
1623,FBgn0022768
1624,FBgn0022770
1625,FBgn0022772
1626,FBgn0022774
1627,FBgn0022786
1628,FBgn0022787
1629,FBgn0022800
1630,FBgn0022893
1631,FBgn0022935
1632,FBgn0022936
1633,FBgn0022942
1634,FBgn0022943
1635,FBgn0022959
1636,FBgn0022960
1637,FBgn0022984
1638,FBgn0022985
1639,FBgn0022986
1640,FBgn0022987
1641,FBgn0023000
1642,FBgn0023001
1643,FBgn0023023
1644,FBgn0023076
1645,FBgn0023081
1646,FBgn0023083
1647,FBgn0023090
1648,FBgn0023091
1649,FBgn0023094
1650,FBgn0023095
1651,FBgn0023096
1652,FBgn0023097
1653,FBgn0023129
1654,FBgn0023130
1655,FBgn0023143
1656,FBgn0023167
1657,FBgn0023169
1658,FBgn0023170
1659,FBgn0023171
1660,FBgn0023172
1661,FBgn0023174
1662,FBgn0023175
1663,FBgn0023177
1664,FBgn0023178
1665,FBgn0023179
1666,FBgn0023180
1667,FBgn0023181
1668,FBgn0023197
1669,FBgn0023212
1670,FBgn0023213
1671,FBgn0023214
1672,FBgn0023215
1673,FBgn0023216
1674,FBgn0023388
1675,FBgn0023395
1676,FBgn0023407
1677,FBgn0023416
1678,FBgn0023441
1679,FBgn0023458
1680,FBgn0023477
1681,FBgn0023479
1682,FBgn0023489
1683,FBgn0023495
1684,FBgn0023496
1685,FBgn0023506
1686,FBgn0023507
1687,FBgn0023508
1688,FBgn0023509
1689,FBgn0023510
1690,FBgn0023511
1691,FBgn0023512
1692,FBgn0023513
1693,FBgn0023514
1694,FBgn0023515
1695,FBgn0023516
1696,FBgn0023517
1697,FBgn0023518
1698,FBgn0023519
1699,FBgn0023520
1700,FBgn0023521
1701,FBgn0023522
1702,FBgn0023523
1703,FBgn0023524
1704,FBgn0023525
1705,FBgn0023526
1706,FBgn0023527
1707,FBgn0023528
1708,FBgn0023529
1709,FBgn0023530
1710,FBgn0023531
1711,FBgn0023534
1712,FBgn0023535
1713,FBgn0023536
1714,FBgn0023537
1715,FBgn0023540
1716,FBgn0023541
1717,FBgn0023542
1718,FBgn0023545
1719,FBgn0023549
1720,FBgn0023550
1721,FBgn0024150
1722,FBgn0024179
1723,FBgn0024183
1724,FBgn0024184
1725,FBgn0024187
1726,FBgn0024188
1727,FBgn0024189
1728,FBgn0024191
1729,FBgn0024194
1730,FBgn0024196
1731,FBgn0024222
1732,FBgn0024227
1733,FBgn0024230
1734,FBgn0024232
1735,FBgn0024234
1736,FBgn0024236
1737,FBgn0024238
1738,FBgn0024244
1739,FBgn0024245
1740,FBgn0024248
1741,FBgn0024250
1742,FBgn0024251
1743,FBgn0024273
1744,FBgn0024277
1745,FBgn0024285
1746,FBgn0024288
1747,FBgn0024289
1748,FBgn0024291
1749,FBgn0024293
1750,FBgn0024294
1751,FBgn0024314
1752,FBgn0024315
1753,FBgn0024320
1754,FBgn0024321
1755,FBgn0024326
1756,FBgn0024329
1757,FBgn0024330
1758,FBgn0024352
1759,FBgn0024360
1760,FBgn0024361
1761,FBgn0024362
1762,FBgn0024364
1763,FBgn0024365
1764,FBgn0024366
1765,FBgn0024371
1766,FBgn0024432
1767,FBgn0024491
1768,FBgn0024509
1769,FBgn0024510
1770,FBgn0024542
1771,FBgn0024555
1772,FBgn0024556
1773,FBgn0024558
1774,FBgn0024689
1775,FBgn0024698
1776,FBgn0024728
1777,FBgn0024732
1778,FBgn0024733
1779,FBgn0024734
1780,FBgn0024740
1781,FBgn0024754
1782,FBgn0024804
1783,FBgn0024806
1784,FBgn0024807
1785,FBgn0024811
1786,FBgn0024814
1787,FBgn0024833
1788,FBgn0024836
1789,FBgn0024841
1790,FBgn0024846
1791,FBgn0024887
1792,FBgn0024889
1793,FBgn0024897
1794,FBgn0024909
1795,FBgn0024912
1796,FBgn0024913
1797,FBgn0024921
1798,FBgn0024941
1799,FBgn0024943
1800,FBgn0024944
1801,FBgn0024945
1802,FBgn0024947
1803,FBgn0024956
1804,FBgn0024957
1805,FBgn0024958
1806,FBgn0024963
1807,FBgn0024973
1808,FBgn0024975
1809,FBgn0024980
1810,FBgn0024983
1811,FBgn0024985
1812,FBgn0024986
1813,FBgn0024987
1814,FBgn0024989
1815,FBgn0024991
1816,FBgn0024992
1817,FBgn0024993
1818,FBgn0024994
1819,FBgn0024995
1820,FBgn0024996
1821,FBgn0024997
1822,FBgn0024998
1823,FBgn0025109
1824,FBgn0025111
1825,FBgn0025185
1826,FBgn0025186
1827,FBgn0025286
1828,FBgn0025334
1829,FBgn0025335
1830,FBgn0025336
1831,FBgn0025352
1832,FBgn0025360
1833,FBgn0025366
1834,FBgn0025373
1835,FBgn0025381
1836,FBgn0025382
1837,FBgn0025383
1838,FBgn0025387
1839,FBgn0025388
1840,FBgn0025390
1841,FBgn0025391
1842,FBgn0025393
1843,FBgn0025394
1844,FBgn0025454
1845,FBgn0025455
1846,FBgn0025456
1847,FBgn0025457
1848,FBgn0025463
1849,FBgn0025469
1850,FBgn0025519
1851,FBgn0025525
1852,FBgn0025549
1853,FBgn0025558
1854,FBgn0025571
1855,FBgn0025574
1856,FBgn0025582
1857,FBgn0025583
1858,FBgn0025592
1859,FBgn0025595
1860,FBgn0025608
1861,FBgn0025613
1862,FBgn0025615
1863,FBgn0025620
1864,FBgn0025621
1865,FBgn0025624
1866,FBgn0025625
1867,FBgn0025626
1868,FBgn0025627
1869,FBgn0025628
1870,FBgn0025629
1871,FBgn0025630
1872,FBgn0025631
1873,FBgn0025632
1874,FBgn0025633
1875,FBgn0025634
1876,FBgn0025635
1877,FBgn0025637
1878,FBgn0025638
1879,FBgn0025639
1880,FBgn0025640
1881,FBgn0025641
1882,FBgn0025642
1883,FBgn0025643
1884,FBgn0025674
1885,FBgn0025676
1886,FBgn0025678
1887,FBgn0025680
1888,FBgn0025681
1889,FBgn0025682
1890,FBgn0025683
1891,FBgn0025684
1892,FBgn0025686
1893,FBgn0025687
1894,FBgn0025692
1895,FBgn0025693
1896,FBgn0025697
1897,FBgn0025700
1898,FBgn0025702
1899,FBgn0025709
1900,FBgn0025712
1901,FBgn0025716
1902,FBgn0025720
1903,FBgn0025724
1904,FBgn0025725
1905,FBgn0025726
1906,FBgn0025739
1907,FBgn0025740
1908,FBgn0025741
1909,FBgn0025742
1910,FBgn0025743
1911,FBgn0025776
1912,FBgn0025777
1913,FBgn0025781
1914,FBgn0025790
1915,FBgn0025800
1916,FBgn0025802
1917,FBgn0025807
1918,FBgn0025808
1919,FBgn0025809
1920,FBgn0025814
1921,FBgn0025815
1922,FBgn0025820
1923,FBgn0025827
1924,FBgn0025830
1925,FBgn0025832
1926,FBgn0025833
1927,FBgn0025835
1928,FBgn0025836
1929,FBgn0025837
1930,FBgn0025838
1931,FBgn0025839
1932,FBgn0025864
1933,FBgn0025865
1934,FBgn0025866
1935,FBgn0025874
1936,FBgn0025878
1937,FBgn0025879
1938,FBgn0025882
1939,FBgn0025885
1940,FBgn0025936
1941,FBgn0026015
1942,FBgn0026056
1943,FBgn0026058
1944,FBgn0026059
1945,FBgn0026060
1946,FBgn0026061
1947,FBgn0026076
1948,FBgn0026077
1949,FBgn0026079
1950,FBgn0026080
1951,FBgn0026083
1952,FBgn0026084
1953,FBgn0026085
1954,FBgn0026086
1955,FBgn0026088
1956,FBgn0026089
1957,FBgn0026090
1958,FBgn0026143
1959,FBgn0026144
1960,FBgn0026147
1961,FBgn0026148
1962,FBgn0026149
1963,FBgn0026150
1964,FBgn0026160
1965,FBgn0026169
1966,FBgn0026176
1967,FBgn0026179
1968,FBgn0026181
1969,FBgn0026189
1970,FBgn0026190
1971,FBgn0026192
1972,FBgn0026196
1973,FBgn0026197
1974,FBgn0026199
1975,FBgn0026206
1976,FBgn0026207
1977,FBgn0026238
1978,FBgn0026239
1979,FBgn0026250
1980,FBgn0026252
1981,FBgn0026255
1982,FBgn0026257
1983,FBgn0026259
1984,FBgn0026261
1985,FBgn0026262
1986,FBgn0026263
1987,FBgn0026309
1988,FBgn0026313
1989,FBgn0026314
1990,FBgn0026315
1991,FBgn0026316
1992,FBgn0026317
1993,FBgn0026319
1994,FBgn0026323
1995,FBgn0026324
1996,FBgn0026326
1997,FBgn0026361
1998,FBgn0026369
1999,FBgn0026370
2000,FBgn0026371
2001,FBgn0026372
2002,FBgn0026373
2003,FBgn0026374
2004,FBgn0026375
2005,FBgn0026376
2006,FBgn0026378
2007,FBgn0026379
2008,FBgn0026380
2009,FBgn0026389
2010,FBgn0026393
2011,FBgn0026396
2012,FBgn0026398
2013,FBgn0026400
2014,FBgn0026401
2015,FBgn0026402
2016,FBgn0026403
2017,FBgn0026404
2018,FBgn0026409
2019,FBgn0026411
2020,FBgn0026415
2021,FBgn0026417
2022,FBgn0026418
2023,FBgn0026427
2024,FBgn0026428
2025,FBgn0026430
2026,FBgn0026431
2027,FBgn0026432
2028,FBgn0026433
2029,FBgn0026438
2030,FBgn0026439
2031,FBgn0026441
2032,FBgn0026479
2033,FBgn0026533
2034,FBgn0026562
2035,FBgn0026563
2036,FBgn0026565
2037,FBgn0026566
2038,FBgn0026570
2039,FBgn0026573
2040,FBgn0026575
2041,FBgn0026576
2042,FBgn0026577
2043,FBgn0026582
2044,FBgn0026592
2045,FBgn0026593
2046,FBgn0026597
2047,FBgn0026598
2048,FBgn0026602
2049,FBgn0026616
2050,FBgn0026619
2051,FBgn0026620
2052,FBgn0026630
2053,FBgn0026634
2054,FBgn0026666
2055,FBgn0026679
2056,FBgn0026702
2057,FBgn0026713
2058,FBgn0026718
2059,FBgn0026721
2060,FBgn0026722
2061,FBgn0026737
2062,FBgn0026738
2063,FBgn0026741
2064,FBgn0026749
2065,FBgn0026751
2066,FBgn0026755
2067,FBgn0026760
2068,FBgn0026761
2069,FBgn0026777
2070,FBgn0026787
2071,FBgn0026869
2072,FBgn0026872
2073,FBgn0026873
2074,FBgn0026874
2075,FBgn0026876
2076,FBgn0026878
2077,FBgn0026879
2078,FBgn0027052
2079,FBgn0027053
2080,FBgn0027054
2081,FBgn0027055
2082,FBgn0027057
2083,FBgn0027066
2084,FBgn0027070
2085,FBgn0027073
2086,FBgn0027079
2087,FBgn0027080
2088,FBgn0027081
2089,FBgn0027082
2090,FBgn0027083
2091,FBgn0027084
2092,FBgn0027085
2093,FBgn0027086
2094,FBgn0027087
2095,FBgn0027088
2096,FBgn0027090
2097,FBgn0027091
2098,FBgn0027093
2099,FBgn0027094
2100,FBgn0027095
2101,FBgn0027101
2102,FBgn0027106
2103,FBgn0027108
2104,FBgn0027109
2105,FBgn0027111
2106,FBgn0027259
2107,FBgn0027279
2108,FBgn0027280
2109,FBgn0027287
2110,FBgn0027291
2111,FBgn0027296
2112,FBgn0027329
2113,FBgn0027330
2114,FBgn0027334
2115,FBgn0027335
2116,FBgn0027338
2117,FBgn0027339
2118,FBgn0027341
2119,FBgn0027342
2120,FBgn0027343
2121,FBgn0027348
2122,FBgn0027356
2123,FBgn0027359
2124,FBgn0027363
2125,FBgn0027364
2126,FBgn0027375
2127,FBgn0027376
2128,FBgn0027378
2129,FBgn0027453
2130,FBgn0027490
2131,FBgn0027491
2132,FBgn0027492
2133,FBgn0027493
2134,FBgn0027494
2135,FBgn0027495
2136,FBgn0027496
2137,FBgn0027497
2138,FBgn0027498
2139,FBgn0027499
2140,FBgn0027500
2141,FBgn0027503
2142,FBgn0027504
2143,FBgn0027505
2144,FBgn0027506
2145,FBgn0027507
2146,FBgn0027508
2147,FBgn0027509
2148,FBgn0027512
2149,FBgn0027513
2150,FBgn0027514
2151,FBgn0027515
2152,FBgn0027518
2153,FBgn0027521
2154,FBgn0027524
2155,FBgn0027525
2156,FBgn0027526
2157,FBgn0027528
2158,FBgn0027529
2159,FBgn0027532
2160,FBgn0027535
2161,FBgn0027537
2162,FBgn0027538
2163,FBgn0027539
2164,FBgn0027546
2165,FBgn0027547
2166,FBgn0027548
2167,FBgn0027549
2168,FBgn0027550
2169,FBgn0027552
2170,FBgn0027553
2171,FBgn0027554
2172,FBgn0027556
2173,FBgn0027558
2174,FBgn0027560
2175,FBgn0027561
2176,FBgn0027562
2177,FBgn0027563
2178,FBgn0027564
2179,FBgn0027565
2180,FBgn0027567
2181,FBgn0027568
2182,FBgn0027569
2183,FBgn0027570
2184,FBgn0027572
2185,FBgn0027574
2186,FBgn0027575
2187,FBgn0027578
2188,FBgn0027579
2189,FBgn0027580
2190,FBgn0027581
2191,FBgn0027582
2192,FBgn0027583
2193,FBgn0027584
2194,FBgn0027585
2195,FBgn0027586
2196,FBgn0027587
2197,FBgn0027588
2198,FBgn0027589
2199,FBgn0027590
2200,FBgn0027592
2201,FBgn0027594
2202,FBgn0027596
2203,FBgn0027597
2204,FBgn0027598
2205,FBgn0027599
2206,FBgn0027601
2207,FBgn0027602
2208,FBgn0027603
2209,FBgn0027607
2210,FBgn0027608
2211,FBgn0027609
2212,FBgn0027610
2213,FBgn0027611
2214,FBgn0027615
2215,FBgn0027616
2216,FBgn0027617
2217,FBgn0027619
2218,FBgn0027620
2219,FBgn0027621
2220,FBgn0027654
2221,FBgn0027655
2222,FBgn0027657
2223,FBgn0027660
2224,FBgn0027779
2225,FBgn0027780
2226,FBgn0027783
2227,FBgn0027784
2228,FBgn0027785
2229,FBgn0027786
2230,FBgn0027788
2231,FBgn0027790
2232,FBgn0027791
2233,FBgn0027793
2234,FBgn0027794
2235,FBgn0027795
2236,FBgn0027835
2237,FBgn0027836
2238,FBgn0027841
2239,FBgn0027843
2240,FBgn0027844
2241,FBgn0027864
2242,FBgn0027865
2243,FBgn0027866
2244,FBgn0027868
2245,FBgn0027872
2246,FBgn0027873
2247,FBgn0027885
2248,FBgn0027889
2249,FBgn0027903
2250,FBgn0027929
2251,FBgn0027930
2252,FBgn0027932
2253,FBgn0027945
2254,FBgn0027948
2255,FBgn0027950
2256,FBgn0027951
2257,FBgn0028292
2258,FBgn0028325
2259,FBgn0028327
2260,FBgn0028331
2261,FBgn0028336
2262,FBgn0028341
2263,FBgn0028342
2264,FBgn0028343
2265,FBgn0028360
2266,FBgn0028369
2267,FBgn0028370
2268,FBgn0028371
2269,FBgn0028372
2270,FBgn0028374
2271,FBgn0028375
2272,FBgn0028379
2273,FBgn0028380
2274,FBgn0028382
2275,FBgn0028387
2276,FBgn0028394
2277,FBgn0028396
2278,FBgn0028397
2279,FBgn0028398
2280,FBgn0028399
2281,FBgn0028400
2282,FBgn0028402
2283,FBgn0028406
2284,FBgn0028407
2285,FBgn0028408
2286,FBgn0028411
2287,FBgn0028418
2288,FBgn0028421
2289,FBgn0028422
2290,FBgn0028424
2291,FBgn0028425
2292,FBgn0028426
2293,FBgn0028427
2294,FBgn0028429
2295,FBgn0028434
2296,FBgn0028436
2297,FBgn0028467
2298,FBgn0028468
2299,FBgn0028471
2300,FBgn0028473
2301,FBgn0028474
2302,FBgn0028475
2303,FBgn0028476
2304,FBgn0028479
2305,FBgn0028480
2306,FBgn0028481
2307,FBgn0028482
2308,FBgn0028484
2309,FBgn0028487
2310,FBgn0028490
2311,FBgn0028491
2312,FBgn0028494
2313,FBgn0028496
2314,FBgn0028497
2315,FBgn0028499
2316,FBgn0028500
2317,FBgn0028504
2318,FBgn0028506
2319,FBgn0028507
2320,FBgn0028509
2321,FBgn0028515
2322,FBgn0028516
2323,FBgn0028519
2324,FBgn0028523
2325,FBgn0028525
2326,FBgn0028526
2327,FBgn0028527
2328,FBgn0028530
2329,FBgn0028531
2330,FBgn0028538
2331,FBgn0028539
2332,FBgn0028540
2333,FBgn0028541
2334,FBgn0028542
2335,FBgn0028543
2336,FBgn0028544
2337,FBgn0028546
2338,FBgn0028550
2339,FBgn0028552
2340,FBgn0028554
2341,FBgn0028561
2342,FBgn0028562
2343,FBgn0028563
2344,FBgn0028572
2345,FBgn0028573
2346,FBgn0028577
2347,FBgn0028579
2348,FBgn0028582
2349,FBgn0028622
2350,FBgn0028644
2351,FBgn0028645
2352,FBgn0028646
2353,FBgn0028647
2354,FBgn0028648
2355,FBgn0028658
2356,FBgn0028662
2357,FBgn0028663
2358,FBgn0028664
2359,FBgn0028670
2360,FBgn0028671
2361,FBgn0028675
2362,FBgn0028683
2363,FBgn0028684
2364,FBgn0028685
2365,FBgn0028686
2366,FBgn0028687
2367,FBgn0028688
2368,FBgn0028689
2369,FBgn0028690
2370,FBgn0028691
2371,FBgn0028692
2372,FBgn0028693
2373,FBgn0028694
2374,FBgn0028695
2375,FBgn0028697
2376,FBgn0028699
2377,FBgn0028700
2378,FBgn0028703
2379,FBgn0028704
2380,FBgn0028707
2381,FBgn0028708
2382,FBgn0028717
2383,FBgn0028734
2384,FBgn0028737
2385,FBgn0028738
2386,FBgn0028740
2387,FBgn0028743
2388,FBgn0028744
2389,FBgn0028746
2390,FBgn0028833
2391,FBgn0028836
2392,FBgn0028837
2393,FBgn0028856
2394,FBgn0028857
2395,FBgn0028862
2396,FBgn0028863
2397,FBgn0028866
2398,FBgn0028867
2399,FBgn0028872
2400,FBgn0028875
2401,FBgn0028879
2402,FBgn0028886
2403,FBgn0028888
2404,FBgn0028894
2405,FBgn0028895
2406,FBgn0028896
2407,FBgn0028897
2408,FBgn0028899
2409,FBgn0028916
2410,FBgn0028919
2411,FBgn0028926
2412,FBgn0028931
2413,FBgn0028932
2414,FBgn0028936
2415,FBgn0028939
2416,FBgn0028940
2417,FBgn0028952
2418,FBgn0028953
2419,FBgn0028956
2420,FBgn0028962
2421,FBgn0028963
2422,FBgn0028965
2423,FBgn0028968
2424,FBgn0028969
2425,FBgn0028970
2426,FBgn0028974
2427,FBgn0028978
2428,FBgn0028979
2429,FBgn0028980
2430,FBgn0028982
2431,FBgn0028983
2432,FBgn0028984
2433,FBgn0028988
2434,FBgn0028990
2435,FBgn0028992
2436,FBgn0028993
2437,FBgn0028996
2438,FBgn0028997
2439,FBgn0028999
2440,FBgn0029002
2441,FBgn0029003
2442,FBgn0029006
2443,FBgn0029067
2444,FBgn0029079
2445,FBgn0029082
2446,FBgn0029084
2447,FBgn0029088
2448,FBgn0029091
2449,FBgn0029092
2450,FBgn0029093
2451,FBgn0029094
2452,FBgn0029095
2453,FBgn0029105
2454,FBgn0029113
2455,FBgn0029114
2456,FBgn0029117
2457,FBgn0029118
2458,FBgn0029121
2459,FBgn0029123
2460,FBgn0029131
2461,FBgn0029133
2462,FBgn0029134
2463,FBgn0029137
2464,FBgn0029147
2465,FBgn0029148
2466,FBgn0029152
2467,FBgn0029155
2468,FBgn0029157
2469,FBgn0029158
2470,FBgn0029161
2471,FBgn0029167
2472,FBgn0029170
2473,FBgn0029173
2474,FBgn0029174
2475,FBgn0029175
2476,FBgn0029176
2477,FBgn0029501
2478,FBgn0029502
2479,FBgn0029503
2480,FBgn0029504
2481,FBgn0029506
2482,FBgn0029507
2483,FBgn0029508
2484,FBgn0029512
2485,FBgn0029514
2486,FBgn0029518
2487,FBgn0029521
2488,FBgn0029522
2489,FBgn0029523
2490,FBgn0029524
2491,FBgn0029525
2492,FBgn0029526
2493,FBgn0029529
2494,FBgn0029573
2495,FBgn0029580
2496,FBgn0029587
2497,FBgn0029588
2498,FBgn0029590
2499,FBgn0029594
2500,FBgn0029596
2501,FBgn0029606
2502,FBgn0029608
2503,FBgn0029629
2504,FBgn0029639
2505,FBgn0029648
2506,FBgn0029656
2507,FBgn0029657
2508,FBgn0029662
2509,FBgn0029663
2510,FBgn0029664
2511,FBgn0029665
2512,FBgn0029666
2513,FBgn0029667
2514,FBgn0029672
2515,FBgn0029676
2516,FBgn0029685
2517,FBgn0029686
2518,FBgn0029687
2519,FBgn0029688
2520,FBgn0029689
2521,FBgn0029690
2522,FBgn0029693
2523,FBgn0029697
2524,FBgn0029705
2525,FBgn0029706
2526,FBgn0029707
2527,FBgn0029708
2528,FBgn0029709
2529,FBgn0029710
2530,FBgn0029711
2531,FBgn0029712
2532,FBgn0029713
2533,FBgn0029714
2534,FBgn0029715
2535,FBgn0029718
2536,FBgn0029719
2537,FBgn0029720
2538,FBgn0029722
2539,FBgn0029723
2540,FBgn0029728
2541,FBgn0029730
2542,FBgn0029733
2543,FBgn0029736
2544,FBgn0029737
2545,FBgn0029750
2546,FBgn0029752
2547,FBgn0029755
2548,FBgn0029756
2549,FBgn0029761
2550,FBgn0029762
2551,FBgn0029763
2552,FBgn0029765
2553,FBgn0029766
2554,FBgn0029768
2555,FBgn0029769
2556,FBgn0029771
2557,FBgn0029778
2558,FBgn0029783
2559,FBgn0029785
2560,FBgn0029789
2561,FBgn0029791
2562,FBgn0029795
2563,FBgn0029798
2564,FBgn0029799
2565,FBgn0029800
2566,FBgn0029801
2567,FBgn0029804
2568,FBgn0029809
2569,FBgn0029810
2570,FBgn0029811
2571,FBgn0029812
2572,FBgn0029813
2573,FBgn0029814
2574,FBgn0029818
2575,FBgn0029819
2576,FBgn0029820
2577,FBgn0029821
2578,FBgn0029822
2579,FBgn0029823
2580,FBgn0029824
2581,FBgn0029825
2582,FBgn0029826
2583,FBgn0029828
2584,FBgn0029830
2585,FBgn0029831
2586,FBgn0029833
2587,FBgn0029834
2588,FBgn0029835
2589,FBgn0029837
2590,FBgn0029838
2591,FBgn0029839
2592,FBgn0029840
2593,FBgn0029843
2594,FBgn0029848
2595,FBgn0029849
2596,FBgn0029851
2597,FBgn0029853
2598,FBgn0029854
2599,FBgn0029856
2600,FBgn0029857
2601,FBgn0029858
2602,FBgn0029859
2603,FBgn0029860
2604,FBgn0029861
2605,FBgn0029863
2606,FBgn0029864
2607,FBgn0029866
2608,FBgn0029867
2609,FBgn0029868
2610,FBgn0029870
2611,FBgn0029873
2612,FBgn0029874
2613,FBgn0029877
2614,FBgn0029878
2615,FBgn0029879
2616,FBgn0029880
2617,FBgn0029881
2618,FBgn0029882
2619,FBgn0029885
2620,FBgn0029887
2621,FBgn0029888
2622,FBgn0029890
2623,FBgn0029891
2624,FBgn0029892
2625,FBgn0029893
2626,FBgn0029894
2627,FBgn0029895
2628,FBgn0029896
2629,FBgn0029897
2630,FBgn0029898
2631,FBgn0029899
2632,FBgn0029903
2633,FBgn0029905
